"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
pilL	115.3411237	90.74400132	139.9382462	1.542121177	0.624916134	0.011232463	0.025853825
t2526	61.45903003	46.12408783	76.79397224	1.664942893	0.735472694	0.011248086	0.025875992
t3041	17.49085482	12.26096601	22.72074362	1.853095718	0.889937403	0.011289949	0.025958465
t1237	56.05079726	77.28527973	34.8163148	0.450490895	-1.150430149	0.011359384	0.026104216
t3767	50.46792974	38.14374786	62.79211163	1.646196694	0.719136725	0.011383295	0.02614525
trmD	3088.274053	3439.615604	2736.932501	0.795708828	-0.32968749	0.011408451	0.026189096
fabI	2051.519384	2297.811325	1805.227444	0.7856291	-0.348079726	0.011476589	0.026331516
aceK	2904.436641	3313.998021	2494.875262	0.752829436	-0.409605055	0.011638171	0.026688062
uvrC	3030.474623	3426.450223	2634.499023	0.768871237	-0.379186084	0.011707698	0.02683325
t4342	810.4449325	717.2049631	903.6849019	1.26000927	0.333434348	0.01173572	0.026883204
t1562	1104.780851	1232.651221	976.9104816	0.792527898	-0.335466373	0.011752447	0.026907246
t2659	176.0146858	197.2458454	154.7835262	0.784723886	-0.34974298	0.011922202	0.027281435
ansP	161.2499361	185.8491892	136.6506829	0.735277262	-0.443639724	0.012018627	0.027487517
t0405	221.6762727	259.6177735	183.7347718	0.707712609	-0.498764472	0.012031328	0.027501997
yihE	3360.853976	3769.373909	2952.334044	0.783242553	-0.352468947	0.012082035	0.027603295
stbA	17.36886144	11.13828013	23.59944274	2.118769007	1.08322631	0.012109949	0.027652438
yhgE	215.3243974	180.4535341	250.1952606	1.386480247	0.471427063	0.012140602	0.027707779
t1869	32.54629813	41.25550823	23.83708803	0.577791647	-0.791378748	0.012218226	0.027870206
t1314	315.0105922	281.3214076	348.6997769	1.239506726	0.3097661	0.012246706	0.027920421
t4267	96.47724405	112.836966	80.11752215	0.710029036	-0.494050072	0.012463733	0.028400212
fruR	1039.324776	1158.714221	919.9353309	0.793927712	-0.33292044	0.012522557	0.028519199
cstA	611.8760879	553.4511541	670.3010218	1.211129504	0.276353138	0.01255146	0.028569954
ccmB	9.53105245	5.595850201	13.4662547	2.40647162	1.266919409	0.012628044	0.028729133
yghB	1280.514626	1439.454659	1121.574593	0.779166322	-0.359996773	0.012665297	0.02879871
cyoD	1471.711679	1672.60816	1270.815197	0.75978058	-0.396345258	0.012739805	0.028937653
t3103	290.5691695	327.6798539	253.4584851	0.773494257	-0.370537515	0.0127332	0.028937653
t4261	106.1001986	90.06904272	122.1313546	1.355974826	0.439330395	0.012815611	0.029094536
entC	29.15635464	20.6186997	37.69400959	1.828146786	0.870381912	0.012887416	0.029242178
ugpB	311.5761858	273.5369934	349.6153782	1.278128321	0.354032687	0.012914309	0.029287807
t3813	265.1705749	234.0564608	296.2846891	1.265868449	0.340127486	0.012985832	0.029434552
ttrA	407.6540754	358.278218	457.0299328	1.275628575	0.351208321	0.013024071	0.029505739
speB	560.4231234	489.9583065	630.8879403	1.287635972	0.364724787	0.013081379	0.02961912
orn	445.6283631	506.0470663	385.20966	0.761213108	-0.39362769	0.013087837	0.02961912
t2365	445.5239964	498.0710844	392.9769085	0.788997637	-0.341907116	0.013154016	0.029753296
t2581	75.45672087	60.5354729	90.37796885	1.49297535	0.578190346	0.013235812	0.029922636
yohF	78.20757356	64.35418002	92.0609671	1.430535935	0.516555739	0.013283322	0.030014331
t3387	60.0911203	71.85632918	48.32591143	0.67253521	-0.572318294	0.013333536	0.030112033
t3215	1473.143681	1636.09913	1310.188233	0.80080003	-0.320486067	0.013371716	0.030182472
t1659	272.6926683	305.1939554	240.1913812	0.787012249	-0.345542005	0.013418131	0.030271416
tbpA	126.353525	106.9157692	145.7912807	1.363608771	0.447429785	0.013570375	0.030598891
t1146	129.7844178	152.0252072	107.5436284	0.707406557	-0.499388504	0.013594015	0.0306362
yojF	57.60202239	68.84051649	46.36352829	0.673491872	-0.570267561	0.013624612	0.030689137
t3411	803.5459277	650.000653	957.0912023	1.472446524	0.55821524	0.013641806	0.030706971
t3048	303.6647295	259.8355891	347.49387	1.337360564	0.419388481	0.013646753	0.030706971
ftnA	2220.044451	1987.455782	2452.63312	1.234056698	0.30340868	0.013704919	0.03078972
purA	6592.094814	7439.485203	5744.704426	0.772191122	-0.372970127	0.013694058	0.03078972
t3940	97.99059477	80.0774017	115.9037878	1.447396961	0.533460647	0.013699106	0.03078972
t3253	17.82355243	12.32425964	23.32284521	1.892433776	0.920242815	0.013856328	0.031113689
tus	774.2481591	866.9608453	681.5354729	0.786120246	-0.347178089	0.013885351	0.031146466
recR	246.4951849	280.0203996	212.9699702	0.760551626	-0.394881914	0.013878318	0.031146466
t1349	2916.229157	2583.746413	3248.7119	1.257364842	0.330403329	0.013914395	0.031195409
prpD	259.0407145	176.8071057	341.2743233	1.930207058	0.948755617	0.013942999	0.031243315
yebB	100.2946276	85.14117546	115.4480798	1.355960605	0.439315264	0.014028339	0.031418241
t4548	36.09633408	45.25504183	26.93762634	0.595240337	-0.7484558	0.014038027	0.031423639
ygbF	45.74265485	36.99637857	54.48893114	1.472817969	0.558579133	0.014066997	0.031472172
kdpE	387.9440458	350.3063156	425.581776	1.21488468	0.280819376	0.014124641	0.031584774
melR	955.8249012	1106.281782	805.3680205	0.727995375	-0.45799881	0.01414549	0.031615023
t2985	504.5531455	444.1990419	564.9072491	1.271743511	0.346807733	0.014215501	0.031740073
t4547	37.28396096	47.54404927	27.02387264	0.56839653	-0.815030347	0.014216142	0.031740073
t3743	165.894483	144.1222408	187.6667253	1.302135772	0.380879884	0.014265058	0.031832828
thiG	34.01650358	21.70169159	46.33131557	2.134917242	1.094180146	0.014281136	0.031852245
ybdR	416.9461049	352.3563079	481.535902	1.36661638	0.450608324	0.014318939	0.031920073
t3663	614.6636134	547.0562134	682.2710135	1.247168018	0.318655838	0.014360871	0.031997028
t4219	27.96651729	20.24358528	35.68944931	1.763000418	0.818032817	0.014420622	0.032113587
ycaD	314.6187784	276.908904	352.3286528	1.272363032	0.347510361	0.014563044	0.032414033
ccmC	13.67908556	4.417640798	22.94053032	5.192936992	2.376550721	0.014762199	0.032840379
t3823	793.1933988	711.9263112	874.4604864	1.228301964	0.296665275	0.014777207	0.032856839
t0309	244.843749	274.3605256	215.3269724	0.784832191	-0.349543878	0.014807501	0.032907252
potB	151.3177443	173.98501	128.6504786	0.739434268	-0.435506189	0.014838881	0.032937813
t1434	25.72746557	34.11237915	17.342552	0.508394678	-0.975979168	0.014844137	0.032937813
t1691	1214.184073	1345.40729	1082.960857	0.804931611	-0.313061881	0.014842805	0.032937813
t2070	205.264112	230.9125117	179.6157123	0.777851798	-0.362432787	0.014984191	0.033231502
citG	22.06951111	14.58315714	29.55586508	2.026712378	1.019141362	0.01500723	0.033265514
pabB	488.6068501	539.0658898	438.1478105	0.812790827	-0.299043974	0.015064284	0.033374848
wcaA	63.21188492	53.05189793	73.37187191	1.383020679	0.467822728	0.015097362	0.033416453
t1202	459.6029149	517.255608	401.9502219	0.777082386	-0.363860535	0.015098541	0.033416453
nlp	147.5951244	124.5380739	170.652175	1.370281149	0.454471931	0.015126895	0.033462055
t0329	239.2126804	282.4429929	195.9823679	0.693882917	-0.527235846	0.0152733	0.033768617
t2572	18.90425205	12.7704378	25.0380663	1.960627089	0.971315161	0.015371013	0.033967265
cyoC	2415.171154	2728.300694	2102.041615	0.77045819	-0.376211426	0.015404916	0.034024771
t1138	206.0293394	229.982139	182.0765398	0.79169861	-0.336976777	0.015525744	0.034274112
asmA	1129.048847	1016.603377	1241.494318	1.221217975	0.28832073	0.015840473	0.034951029
t2363	58.02591777	46.7123292	69.33950635	1.484394111	0.569874182	0.015903985	0.035073241
yiaS	58.38986046	47.35881574	69.42090518	1.465849686	0.551737171	0.016020197	0.03531149
t2967	3025.566213	2739.829299	3311.303126	1.208580084	0.273313074	0.01607654	0.035406832
codA	260.4764007	226.7682575	294.1845439	1.297291548	0.375502742	0.016079851	0.035406832
t4592	256.1567044	283.9286971	228.3847117	0.804373471	-0.314062593	0.016133737	0.03548929
t1605	43.70822629	33.44337672	53.97307586	1.613864422	0.690519386	0.016133708	0.03548929
rsD	3832.667063	4298.844631	3366.489494	0.783114949	-0.352704007	0.016164184	0.035520075
argR	1623.767796	1952.162169	1295.373424	0.663558307	-0.591704854	0.016162915	0.035520075
yecD	228.1072674	254.534204	201.6803309	0.792350606	-0.335789147	0.016250628	0.035691868
emrR	651.4029123	714.254235	588.5515896	0.82400854	-0.279268805	0.016274395	0.035707742
yojI	378.8767249	325.2349452	432.5185047	1.329864798	0.41127958	0.016272828	0.035707742
t1026	78.17002991	91.66112982	64.67893001	0.705630949	-0.503014256	0.01628691	0.035717054
trmH	331.2758093	365.4558809	297.0957378	0.812945566	-0.298769341	0.016353943	0.035845851
t0043	232.8819131	197.7136729	268.0501533	1.355749197	0.439090316	0.01642053	0.03597354
t1437	505.399441	564.3498497	446.4490322	0.791085587	-0.338094307	0.016633213	0.036421001
t2516	144.0938481	123.4935559	164.6941402	1.333625378	0.415353463	0.016668559	0.036479898
hha	2424.020098	2658.945112	2189.095083	0.823294574	-0.280519377	0.016757006	0.03665489
t2509	87.81429901	102.6174997	73.01109831	0.711487792	-0.491089092	0.016810338	0.036734333
arcA	9021.382133	10129.58327	7913.180998	0.781195118	-0.356245162	0.016803586	0.036734333
t4560	2069.902643	1836.248136	2303.55715	1.254491213	0.327102365	0.016862286	0.036829211
t1986	54.11706894	62.9702602	45.26387769	0.718813572	-0.476310445	0.016898972	0.036890677
gidB	397.6482787	439.4210737	355.8754838	0.809873502	-0.304231511	0.017049663	0.037200831
t0739	58.69314716	45.84675953	71.53953479	1.56040548	0.64192097	0.017177943	0.037461797
t2951	511.2745031	454.3663966	568.1826096	1.250494345	0.322498534	0.017288625	0.03766979
t3896	548.8938718	485.4267209	612.3610227	1.261490141	0.335128931	0.017290765	0.03766979
eutH	28.51681562	21.59017919	35.44345205	1.641646961	0.715143907	0.017305962	0.037683886
rplA	2999.278035	2640.47202	3358.08405	1.271774147	0.346842486	0.017354188	0.037769852
yecS	179.4193595	157.4639837	201.3747354	1.278862193	0.354860811	0.017374996	0.037777055
rnd	285.4246428	239.9803624	330.8689232	1.378733326	0.463343438	0.017372459	0.037777055
glyS	876.8820152	782.1315227	971.6325077	1.242287876	0.312999528	0.017454265	0.037930306
yehU	227.0289966	254.0268355	200.0311578	0.787441049	-0.344756173	0.017501489	0.038013797
t2183	478.0668281	523.0213918	433.1122644	0.828096654	-0.272128929	0.017557627	0.038097403
moeB	195.2208481	174.2906741	216.1510221	1.24017549	0.310544282	0.017551456	0.038097403
kdgT	53.89518289	43.67603961	64.11432617	1.467951919	0.553804715	0.017611889	0.038195951
t2569	361.9000363	317.7417219	406.0583506	1.277950998	0.353832518	0.017632589	0.038221647
celA	406.5069729	455.0166076	357.9973383	0.786778619	-0.345970342	0.017782184	0.038526578
prfA	294.9494758	333.9622382	255.9367134	0.76636423	-0.383897871	0.017829029	0.038608699
t3172	485.143807	556.2808745	414.0067395	0.74424047	-0.426159252	0.017871103	0.038680412
t2502	71.43389136	85.05530168	57.81248105	0.679704615	-0.557020177	0.018067719	0.039086377
moaE	140.8633514	160.7033508	121.023352	0.75308543	-0.409114562	0.018137799	0.039218335
cobT	127.1940592	108.0634033	146.324715	1.354063545	0.437295445	0.018188039	0.039307284
t3744	54.95199928	64.84160129	45.06239726	0.694961203	-0.524995654	0.018306059	0.039542552
aroF	745.2264347	676.6001066	813.8527627	1.202856391	0.26646441	0.018431541	0.039793697
malS	91.54709808	76.76661725	106.3275789	1.385075736	0.469964865	0.018447133	0.039807455
pilV	94.24225448	111.6010655	76.88344346	0.688913167	-0.537605943	0.018622832	0.040166528
t2566	351.0520242	305.8104207	396.2936277	1.295880064	0.373932201	0.01874696	0.040414066
guaA	1388.348396	1248.611284	1528.085508	1.223828046	0.291400866	0.018773726	0.040451571
t1148	2625.360651	2398.19122	2852.530082	1.18945064	0.250295404	0.018949859	0.04081072
ilvB	348.5516067	308.0369765	389.066237	1.263050435	0.336912248	0.01898203	0.040859623
hisI	293.891625	331.6447665	256.1384835	0.772327832	-0.372714733	0.019025237	0.040932223
t0374	817.9373641	735.3095763	900.5651519	1.224742858	0.292478878	0.019089067	0.0410491
yleB	453.4618558	395.793902	511.1298095	1.291403953	0.368940348	0.019126715	0.041109584
spak	33.58104863	24.49447947	42.66761779	1.741927925	0.800684932	0.019138614	0.041114694
dapD	2646.230716	2970.178565	2322.282867	0.781866415	-0.355005957	0.01930379	0.041448914
yrdA	467.5533324	516.3762462	418.7304185	0.810901782	-0.302400911	0.019350471	0.041528495
acpD	389.1948594	434.5743686	343.8153502	0.791154231	-0.337969128	0.019417563	0.041640797
degS	522.6582198	583.0551217	462.2613178	0.792826099	-0.334923639	0.019422085	0.041640797
t2504	108.8699235	87.21862807	130.5212189	1.496483284	0.581576163	0.019601535	0.04200468
t2576	22.54158873	15.3759134	29.70726407	1.932064996	0.950143629	0.019640658	0.042067639
gutQ	630.5031014	704.2749059	556.731297	0.790502817	-0.339157491	0.019707527	0.042189936
t1567	713.536963	642.0597392	785.0141868	1.222649761	0.29001119	0.019761701	0.042284949
rhaR	245.0916562	277.956609	212.2267035	0.763524581	-0.38925349	0.019858746	0.042471552
t0458	150.4573534	166.713544	134.2011629	0.804980565	-0.312974143	0.019970682	0.042689804
pdxB	1389.561594	1247.075532	1532.047656	1.228512321	0.296912327	0.020065209	0.0428333
t0491	219.7433526	187.4842446	252.0024607	1.344126069	0.426668459	0.020061497	0.0428333
t4363	46.66715008	37.50923792	55.82506224	1.488301691	0.573667003	0.02006757	0.0428333
aat	129.6897178	148.377542	111.0018936	0.748104411	-0.418688458	0.020119489	0.042901705
t1701	271.7485334	237.5183153	305.9787514	1.28823224	0.365392703	0.02011127	0.042901705
yfhI	3382.655401	3045.826896	3719.483906	1.221173768	0.288268504	0.020369482	0.043413339
tolQ	1023.278275	904.2495321	1142.307018	1.263265258	0.337157605	0.020421652	0.043503056
stdB	184.7246686	150.4107573	219.03858	1.456269378	0.542277247	0.020503378	0.043655613
steB	108.2007116	92.06314267	124.3382805	1.350576103	0.433574936	0.020561105	0.043756951
icc	2270.983723	2582.624313	1959.343132	0.758663628	-0.398467721	0.020576397	0.043767922
t4477	25.64758894	19.16809868	32.1270792	1.676070211	0.745082585	0.020600813	0.043798281
acs	6407.657431	5793.259282	7022.05558	1.212107941	0.27751818	0.020614761	0.043806368
hofB	58.40802988	45.02263352	71.79342623	1.594607437	0.673201303	0.020841441	0.044266277
t4559	1131.609687	992.5393697	1270.680004	1.280231336	0.356404527	0.020871328	0.044307963
ccmA	17.61934475	12.40621624	22.83247326	1.840405876	0.880023968	0.020958985	0.044472186
t3656	74.52463564	64.07731709	84.9719542	1.326084769	0.407173001	0.021042674	0.044627832
t4607	98.58003567	84.61689362	112.5431777	1.330032017	0.411460976	0.021111612	0.044752057
ygdE	1269.94935	1130.458397	1409.440304	1.246786532	0.318214476	0.0212049	0.044927751
t2716	432.965235	388.7944265	477.1360435	1.22721935	0.295393136	0.021279845	0.045064428
nuoI	609.4113501	722.4673276	496.3553726	0.687028124	-0.541558937	0.0215437	0.045600831
stbD	193.1841196	169.2249976	217.1432415	1.283162917	0.359704354	0.021581982	0.04565948
ptsG	8771.392527	7870.159953	9672.625101	1.229025224	0.297514526	0.021673876	0.045831438
sugE	312.146156	344.9967363	279.2955756	0.809560052	-0.304789994	0.021695338	0.045854366
iroB	56.3586133	46.62543592	66.09179067	1.417505045	0.50335387	0.021794725	0.04604189
ribB	3809.693993	3458.066631	4161.321355	1.203366447	0.267076037	0.02182353	0.046080196
t1506	206.3747665	236.1939725	176.5555605	0.747502396	-0.41984989	0.021846011	0.04610512
yigZ	432.7058132	486.6199409	378.7916854	0.778413817	-0.361390777	0.021857196	0.046106191
t0035	702.9498523	621.3872014	784.5125032	1.262517962	0.336303914	0.022162262	0.046726879
t0892	92.28939186	74.38586863	110.1929151	1.481368936	0.56693099	0.022249266	0.046887423
yiiP	1103.103784	985.6237828	1220.583784	1.238387106	0.308462356	0.022317072	0.046970299
btuE	134.677153	150.5270304	118.8272757	0.789408224	-0.341156545	0.022310074	0.046970299
yehZ	85.9158414	97.91289757	73.91878524	0.754944314	-0.405557863	0.022321226	0.046970299
glnK	10.58753819	3.813770442	17.36130593	4.552268207	2.18658556	0.022357976	0.047024715
t1451	102.0902057	114.8058926	89.37451886	0.778483724	-0.361261218	0.022402725	0.047081245
t4278	293.8493216	334.0226097	253.6760335	0.759457672	-0.396958536	0.02240666	0.047081245
infC	13398.59551	15054.31432	11742.8767	0.780033979	-0.358391124	0.022684377	0.047641605
yecA	3116.829336	3461.68305	2771.975622	0.80075951	-0.320559069	0.022702781	0.047657077
t1858	716.7322877	638.7650491	794.6995263	1.244118675	0.315124109	0.022765211	0.047764909
t2575	33.05682728	21.60005255	44.51360202	2.060809895	1.043211426	0.022794289	0.04780269
t4200	428.2427931	472.8139753	383.6716109	0.811464193	-0.30140066	0.022840809	0.047876997
adiY	240.0516868	211.5389674	268.5644062	1.269574157	0.344344667	0.02285797	0.04788972
fbaB	176.2994339	197.88111	154.7177578	0.781872296	-0.354995105	0.022883754	0.04792049
t0736	138.8992479	121.5967125	156.2017834	1.284588869	0.361306701	0.023062946	0.048272321
hemF	218.4134455	243.847305	192.979586	0.791395197	-0.337529785	0.02326808	0.048678087
ybeJ	11245.2664	12804.2838	9686.249009	0.75648503	-0.402616562	0.023289615	0.048699544
t2508	211.0645708	185.7191899	236.4099517	1.272943048	0.348167874	0.023307661	0.048713689
rpoE	18511.25843	15936.70409	21085.81276	1.323097463	0.403919339	0.023362451	0.048804578
t2403	293.4531329	325.6903386	261.2159272	0.802037691	-0.318258058	0.023435488	0.04893348
t0168	330.2004947	366.8941119	293.5068776	0.799977072	-0.321969442	0.023453421	0.048947256
rfbA	1227.728706	1393.771371	1061.68604	0.761736151	-0.392636729	0.023543399	0.049111302
ipk	515.6851432	572.006256	459.3640304	0.803075186	-0.316393032	0.023666615	0.049344492
t4118	24.1786006	31.11157705	17.24562415	0.554315332	-0.851221184	0.023699675	0.049374006
ccmF	9.992820956	6.380282222	13.60535969	2.132407191	1.092482952	0.023703639	0.049374006
t4524	69.01628829	58.01432197	80.01825461	1.379284492	0.463920059	0.0237248	0.049394256
erfK	570.590332	628.415608	512.7650559	0.815964864	-0.293421065	0.023756687	0.049436806
yfiH	896.9499566	984.7009874	809.1989259	0.821771214	-0.2831913	0.023780029	0.049461544
